,street,city,state,zipcode,price,bed,bath,sqft,walkscore,transitscore,bikescore,competitivescore,1st School Rating,status,house_type,year_built,Lotsize,perSq_Ft,Price_Level
1022,4016 Sadie Ct,Campbell,Ca,95008,1698000,4 ,2.5,2387 ,22,30,49,79,8.0,Active,Single Family Home,1971,6953.0,711.0,1
1023,14685 Oka Rd #19,Los gatos,Ca,95032,549900,3 ,2.0,1295 ,35,0,60,0,9.0,Active,Double-Wide Mobile Home,2000,0.0,425.0,0
1024,16384 Peacock Ln,Los gatos,Ca,95032,3398000,4 ,3.0,1801 ,33,0,40,76,9.0,Active,Single Family Home,1949,10683.0,1887.0,1
1025,4372 Laird Cir,Santa clara,Ca,95054,1649000,3 ,3.5,1657 ,50,47,78,72,6.0,Active,Single Family Home,2005,2412.0,995.0,1
1026,182 Poplar Ave,Campbell,Ca,95008,1650000,3 ,1.0,1178 ,83,50,0,72,6.0,Active,Single Family Home,1945,0.0,1401.0,1
1027,1201 Sycamore Ter #122,Sunnyvale,Ca,94086,220000,2 ,1.0,840 ,76,42,65,0,6.0,Active,Double-Wide Mobile Home,1997,0.0,262.0,0
1028,871 Laburnum Dr,Sunnyvale,Ca,94086,2298000,4 ,2.5,2204 ,75,45,84,88,6.0,Active,Single Family Home,1966,6400.0,1043.0,1
1029,6305 Blauer Ln,San jose,Ca,95135,748000,2 ,2.0,1340 ,6,20,33,59,8.0,Active,Condo,1974,0.0,558.0,0
1030,1400 Bowe Ave #1504,Santa clara,Ca,95051,749000,2 ,2.0,1062 ,64,45,58,78,7.0,Active,Condo,1986,1080.0,705.0,0
1031,1233 Lockhaven Way,San jose,Ca,95129,2298000,3 ,2.0,1296 ,37,29,57,92,9.0,Active,Single Family Home,1965,6125.0,1773.0,1
1032,2584 Gimelli Way,San jose,Ca,95133,1228000,3 ,4.0,1564 ,65,47,65,63,4.0,Active,Townhouse,2019,755.0,785.0,1
1033,19616 Ladera Ct,Saratoga,Ca,95070,3148000,4 ,2.5,1999 ,17,0,54,92,9.0,Active,Single Family Home,1965,10624.0,1575.0,1
1034,14830 Blossom Hill Rd,Los gatos,Ca,95032,5300000,5 ,4.5,3992 ,34,0,21,57,9.0,Active,Single Family Home,2008,0.0,1328.0,1
1035,5537 Judith St #2,San jose,Ca,95123,549000,2 ,1.0,903 ,66,45,51,67,5.0,Active,Condo,1970,0.0,608.0,0
1036,5239 Pisa Ct,San jose,Ca,95138,2998000,5 ,4.5,3880 ,2,0,19,62,9.0,Active,Single Family Home,1998,0.0,773.0,1
1037,10940 Prieta Ct,San jose,Ca,95127,1399999,3 ,2.5,2020 ,10,0,4,63,5.0,Active,Single Family Home,1978,0.0,693.0,1
1038,10935 Miramonte Rd,Cupertino,Ca,95014,5480000,5 ,4.5,4942 ,34,0,38,80,9.0,Active,Single Family Home,1999,0.0,1109.0,1
1039,174 Coffeeberry Dr,San jose,Ca,95123,1800000,4 ,3.0,2470 ,67,50,68,72,6.0,Active,Single Family Home,1999,4470.0,729.0,1
1040,1522 Pine Glen Ct,San jose,Ca,95125,995000,3 ,2.5,1260 ,84,39,73,65,5.0,Active,Townhouse,1971,1918.0,790.0,0
1041,8765 Wild Iris Dr,Gilroy,Ca,95020,1649000,5 ,3.5,3488 ,7,0,22,48,4.0,New,Single Family Residential,2007,0.0,473.0,1
1042,13962 Shadow Oaks Way,Saratoga,Ca,95070,3998000,4 ,2.5,2629 ,37,0,49,47,9.0,Active,Single Family Home,1974,0.0,1521.0,1
1043,3302 Kipling St,Palo alto,Ca,94306,5998000,6 ,5.0,3494 ,52,30,92,88,8.0,Active,Single Family Home,2023,7865.0,1717.0,1
1044,3708 Europe Ct,Santa clara,Ca,95051,1398000,2 ,2.5,1803 ,74,41,66,78,8.0,Active,Townhouse,1978,1862.0,775.0,1
1045,1922 Alta Mesa Ct,Morgan hill,Ca,95037,1199000,3 ,2.0,1519 ,27,0,55,50,6.0,Active,Single Family Home,1988,5356.0,789.0,1
1046,16140 Azalea Way,Los gatos,Ca,95032,2698000,3 ,2.0,1697 ,61,0,73,57,9.0,Active,Single Family Home,1955,8090.0,1590.0,1
1047,79 Braxton Ter,Campbell,Ca,95008,1479000,3 ,3.5,1947 ,90,50,83,72,6.0,Active,Townhouse,2016,1245.0,760.0,1
1048,20 Clareview Ave,San jose,Ca,95127,999999,3 ,2.0,1315 ,17,0,34,63,1.0,Active,Single Family Home,1953,8086.0,760.0,0
1049,971 Shadow Brook Dr,San jose,Ca,95120,2150000,4 ,2.5,2240 ,50,18,63,90,8.0,Active,Single Family Home,1969,8015.0,960.0,1
1050,2151 Oakland Rd #38,San jose,Ca,95131,268000,3 ,2.0,1440 ,31,41,51,0,5.0,Active,Double-Wide Mobile Home,1984,0.0,186.0,0
1051,1050 Summermist Ct,San jose,Ca,95122,475000,1 ,1.0,746 ,40,41,56,64,6.0,Active,Condo,1985,851.0,637.0,0
1052,3406 Gradell Pl,San jose,Ca,95148,1200000,3 ,2.0,1164 ,26,20,27,59,5.0,Active,Single Family Home,1984,6833.0,1031.0,1
1053,2661 Senter Creek Ct,San jose,Ca,95111,650000,2 ,2.0,1146 ,69,42,72,62,5.0,Active,Condo,1983,0.0,567.0,0
1054,679 Barcelona Loop,Milpitas,Ca,95035,998000,3 ,3.0,1643 ,52,65,66,84,7.0,Active,Townhouse,2015,621.0,607.0,0
1055,6694 Buggywhip Ct,San jose,Ca,95120,1098000,3 ,2.5,1451 ,65,27,71,73,9.0,Active,Townhouse,1973,1684.0,757.0,1
1056,909 Mangrove Ave,Sunnyvale,Ca,94086,2800000,4 ,3.5,2357 ,72,42,79,76,7.0,Active,Single Family Home,2006,5548.0,1188.0,1
1057,191 E El Camino Real #140,Mountain view,Ca,94040,259000,2 ,2.0,1057 ,78,37,91,0,9.0,Active,Double-Wide Mobile Home,1998,0.0,245.0,0
1058,2655 Glen Loman Way,San jose,Ca,95148,1399000,4 ,2.5,2113 ,58,55,69,87,5.0,Active,Single Family Home,1989,7815.0,662.0,1
1059,Somerset Park Cir,San jose,Ca,95132,469000,1 ,1.0,677 ,34,46,51,79,5.0,Active,Condo,1988,0.0,693.0,0
1060,1050 Bret Knoll Ct,San jose,Ca,95120,1350000,3 ,2.5,1580 ,60,19,57,90,8.0,Active,Single Family Home,1978,4316.0,854.0,1
1061,2512 Amethyst Dr,Santa clara,Ca,95051,2200000,5 ,3.0,1440 ,42,35,62,86,5.0,Active,Single Family Home,2023,5727.0,1528.0,1
1062,3034 Empoli St #4,San jose,Ca,95136,1169500,3 ,2.0,1241 ,21,37,12,60,5.0,Active,Condo,2023,0.0,942.0,1
1063,14225 Lora Dr #99,Los gatos,Ca,95032,499000,1 ,1.0,816 ,37,0,29,51,9.0,Active,Condo,1963,816.0,612.0,0
1064,15 N King Rd,San jose,Ca,95116,1090000,2 ,1.0,864 ,80,54,55,81,3.0,Active,Single Family Home,1938,9734.0,1262.0,1
1065,3405 E Hills Dr,San jose,Ca,95127,1498888,6 ,6.0,2479 ,49,39,49,63,1.0,Active,Single Family Home,2018,7363.0,605.0,1
1066,2958 Feliz Rd #159,Santa clara,Ca,95051,1428000,2 ,2.5,1268 ,49,36,66,72,5.0,Active,Condo,2020,0.0,1126.0,1
1067,3204 Mckee Rd,San jose,Ca,95127,949950,5 ,2.0,1771 ,71,0,60,63,5.0,Active,Duplex,1950,6628.0,536.0,0
1068,532 Tyrella Ave #16,Mountain view,Ca,94043,698000,3 ,1.5,1128 ,62,37,94,74,6.0,Active,Condo,1971,0.0,619.0,0
1069,5288 Cribari Hts,San jose,Ca,95135,619950,2 ,2.0,1223 ,11,28,31,59,8.0,Active,Condo,1971,0.0,507.0,0
1070,108 Colorado Ct,Los gatos,Ca,95032,3795000,4 ,5.0,5542 ,2,0,11,57,7.0,Active,Single Family Home,1982,0.0,685.0,1
1071,2718 Riverrun Dr,San jose,Ca,95127,1099000,4 ,2.5,2000 ,43,55,56,78,5.0,Active,Single Family Home,2000,3300.0,550.0,1
1072,73 Monte Verano Ct,San jose,Ca,95116,565000,3 ,2.0,958 ,72,56,56,63,5.0,Active,Condo,1988,0.0,590.0,0
1073,1109 Pheasant Hill Way,San jose,Ca,95120,2150000,4 ,3.0,2532 ,8,16,4,78,9.0,Active,Townhouse,1998,5952.0,849.0,1
1074,125 Campoli Dr,Morgan hill,Ca,95037,1898888,4 ,3.5,2894 ,23,34,60,66,4.0,Active,Single Family Residential,2023,7709.0,656.0,1
1075,115 Campoli Dr,Morgan hill,Ca,95037,1938888,4 ,3.5,2628 ,23,34,60,66,4.0,Active,Single Family Residential,2023,7561.0,738.0,1
1076,119 Belhaven Dr,Los gatos,Ca,95032,2450000,5 ,3.0,2448 ,44,0,31,54,7.0,Active,Single Family Home,1965,10363.0,1001.0,1
1077,13127 Pfeifle Ave,San jose,Ca,95111,1149000,2 ,1.0,1118 ,51,52,66,0,3.0,Active,Single Family Home,1951,9375.0,1028.0,1
1078,8687 Lomas Azules Pl,San jose,Ca,95135,1199888,2 ,2.5,2043 ,1,0,10,59,8.0,Active,Condo,1991,0.0,587.0,1
1079,443 Alberto Way Unit B219,Los gatos,Ca,95032,579000,1 ,1.0,768 ,55,0,79,76,9.0,Active,Condo,1978,0.0,754.0,0
1080,4217 Rivermark Pkwy,Santa clara,Ca,95054,2860000,4 ,3.5,3073 ,65,42,81,72,6.0,Active,Single Family Home,2003,3506.0,931.0,1
1081,12661 Robleda Rd,Los altos hills,Ca,94022,14500000,6 ,6.5,8610 ,10,0,38,76,9.0,Active,Single Family Residential,2008,0.0,1684.0,1
1082,1127 Carnforth Ct,San jose,Ca,95120,2799000,4 ,2.5,3000 ,17,18,22,78,9.0,Active,Single Family Home,1984,8625.0,933.0,1
1083,719 Manzanita Ave,Sunnyvale,Ca,94085,1750000,3 ,2.0,1289 ,61,42,78,81,3.0,Active,Single Family Home,1954,5077.0,1358.0,1
1084,430 Irving Ave,San jose,Ca,95128,1230000,3 ,2.0,1814 ,86,0,76,61,5.0,Active,Single Family Residential,1915,4000.0,678.0,1
1085,2777 Richland Ave,San jose,Ca,95125,2999950,4 ,3.5,3010 ,58,31,66,82,7.0,Active,Single Family Home,1957,0.0,997.0,1
1086,109 Elm Wood Ct,Los gatos,Ca,95032,1389000,3 ,2.5,1520 ,47,0,56,51,9.0,Active,Townhouse,1971,1800.0,914.0,1
1087,5450 Monterey Hwy Unit 1C,San jose,Ca,95111,280000,3 ,2.0,1100 ,27,40,63,0,3.0,Active,Double-Wide Mobile Home,2001,0.0,255.0,0
1088,15370 Skyview Ter,San jose,Ca,95132,1999999,3 ,2.5,1810 ,6,0,14,79,8.0,Active,Single Family Home,1960,0.0,1105.0,1
1089,1540 Mckinley Ave,San jose,Ca,95126,1395000,3 ,2.0,1518 ,66,48,83,93,5.0,Active,Single Family Home,1978,3168.0,919.0,1
1090,6804 Shadow Mountain Ct,San jose,Ca,95120,2495000,4 ,2.5,2382 ,15,21,8,73,9.0,Active,Single Family Home,1968,9335.0,1047.0,1
1091,1055 N Capitol Ave #164,San jose,Ca,95133,597888,2 ,2.0,832 ,60,47,75,63,6.0,Active,Condo,1981,0.0,719.0,0
1092,147 Nexus Loop,San jose,Ca,95110,910000,2 ,2.5,1370 ,91,69,91,61,4.0,Active,Condo,2019,780.0,664.0,0
1093,1137 Stafford Dr,Cupertino,Ca,95014,3888000,5 ,4.5,2958 ,6,20,37,89,9.0,Active,Single Family Home,1966,7143.0,1314.0,1
1094,1387 Prevost St,San jose,Ca,95125,2598000,4 ,3.0,2339 ,82,52,95,65,5.0,Active,Single Family Home,1940,5380.0,1111.0,1
1095,775 Oak St,Mountain view,Ca,94041,6000000,20 ,16.0,9600 ,93,52,94,0,6.0,Active,5+ Units,1961,0.0,625.0,1
1096,1267 Lafayette St,Santa clara,Ca,95050,1625000,4 ,3.0,2206 ,84,54,87,74,6.0,Active,Single Family Home,1920,6464.0,737.0,1
1097,460 Marcia Dr,Morgan hill,Ca,95037,1100000,4 ,2.0,1948 ,46,32,23,50,4.0,Active,Single Family Home,1977,7703.0,565.0,1
1098,619 Chapman St,San jose,Ca,95126,2200000,4 ,2.5,2538 ,79,50,78,93,5.0,Active,Single Family Home,2004,7653.0,867.0,1
1099,872 Linden Dr,Santa clara,Ca,95050,1325000,4 ,2.0,1550 ,80,43,83,74,6.0,Active,Duplex,1948,9872.0,855.0,1
1100,1757 Hillsdale Ave,San jose,Ca,95124,899999,3 ,1.0,1060 ,81,28,61,85,7.0,Active,Single Family Residential,1954,5097.0,849.0,0
1101,2332 Patricia Dr,Santa clara,Ca,95050,1375000,4 ,2.0,1868 ,75,41,83,74,5.0,Active,Duplex,1956,6843.0,736.0,1
1102,49 S 20Th St,San jose,Ca,95116,1790000,5 ,3.5,2327 ,87,55,85,78,3.0,Active,Single Family Residential,2022,5850.0,769.0,1
1103,5606 Creekview Meadow Ln,San jose,Ca,95135,2999800,5 ,4.0,3423 ,5,17,37,78,9.0,Active,Single Family Residence,1998,0.0,876.0,1
1104,1044 Belvedere Ln,San jose,Ca,95129,2998000,5 ,3.0,2057 ,50,38,65,89,9.0,Active,Single Family Residential,1957,7383.0,1457.0,1
1105,725 Dartmouth Pl,Gilroy,Ca,95020,948999,4 ,2.0,2014 ,51,0,66,48,2.0,Active,Single Family Home,1976,7038.0,471.0,0
1106,1167 Fairfield Ave,Santa clara,Ca,95050,1200000,2 ,1.0,1248 ,85,46,76,74,5.0,Active,Single Family Home,1950,7334.0,962.0,1
1107,2233 Benton St,Santa clara,Ca,95050,1125000,3 ,1.0,1025 ,83,44,81,74,5.0,Active,Single Family Home,1950,5901.0,1098.0,1
1108,58 Saron Ave,San jose,Ca,95116,888000,3 ,1.0,946 ,71,54,65,78,2.0,Active,Single Family Home,1940,6699.0,939.0,0
1109,744 Mendecino Way,Morgan hill,Ca,95037,799000,2 ,1.5,1734 ,12,24,36,68,3.0,Active,Condo,1979,0.0,461.0,0
1110,3001 Ruby Ave,San jose,Ca,95135,1629888,4 ,3.5,2447 ,73,20,57,67,8.0,Active,Townhouse,2013,2420.0,666.0,1
1111,5568 Snowdon Pl,San jose,Ca,95138,2798000,4 ,3.5,3107 ,5,0,5,62,9.0,Active,Single Family Home,1996,8540.0,901.0,1
1112,19964 Portal Plz,Cupertino,Ca,95014,999000,2 ,2.5,1326 ,85,45,77,84,9.0,Active,Condo,1982,0.0,753.0,0
1113,5886 Southview Dr,San jose,Ca,95138,1350000,4 ,2.5,2077 ,10,34,52,67,5.0,Active,Single Family Home,1981,5926.0,650.0,1
1114,456 N Winchester Blvd,Santa clara,Ca,95050,2857000,9 ,7.0,4154 ,70,37,81,0,6.0,Active,5+ Units,1958,7286.0,688.0,1
1115,17231 Crothers Rd,San jose,Ca,95127,1499000,3 ,2.0,2070 ,3,0,4,63,5.0,Active,Single Family Home,1924,0.0,724.0,1
1116,1515 North Milpitas Blvd #117,Milpitas,Ca,95035,379000,3 ,2.0,1188 ,73,39,73,0,8.0,Active,Double-Wide Mobile Home,2001,0.0,319.0,0
1117,912 N California Ave,Palo alto,Ca,94303,9888000,5 ,5.5,4333 ,56,25,89,63,8.0,Active,Single Family Home,2020,0.0,2282.0,1
1118,5776 Halleck Dr,San jose,Ca,95123,1198000,3 ,1.0,1303 ,75,31,80,78,4.0,Active,Single Family Home,1971,6519.0,919.0,1
1119,11721 Putter Way,Los altos,Ca,94024,3198000,4 ,3.5,2715 ,3,0,11,92,9.0,Active,Single Family Home,1948,0.0,1178.0,1
1120,812 Catkin Ct,San jose,Ca,95128,555000,2 ,2.0,922 ,46,43,55,65,6.0,Active,Condo,1988,0.0,602.0,0
1121,968 Delmas Ave,San jose,Ca,95125,2498000,4 ,3.5,2780 ,75,55,95,64,5.0,Active,Single Family Home,1909,6634.0,899.0,1
1122,511 Patricia Ln,Palo alto,Ca,94303,3885000,5 ,2.0,1780 ,48,33,73,63,8.0,Active,Single Family Home,1951,8852.0,2183.0,1
1123,13740 Pierce Rd,Saratoga,Ca,95070,13400000,8 ,10.0,10501 ,4,0,8,61,9.0,Active,Single Family Home,2017,0.0,1276.0,1
1124,24892 Olive Tree Ln,Los altos hills,Ca,94024,12980000,4 ,6.5,5689 ,0,0,8,86,9.0,Active,Single Family Home,1990,0.0,2282.0,1
1125,818 Seale Ave,Palo alto,Ca,94303,5995000,4 ,3.5,3141 ,42,26,88,63,7.0,Active,Single Family Home,1949,9514.0,1909.0,1
1126,319 Ramona St,Palo alto,Ca,94301,3200000,2 ,1.0,1277 ,92,57,100,70,8.0,Active,Single Family Home,1918,5624.0,2506.0,1
1127,1062 Cathcart Way,Stanford,Ca,94305,2650000,3 ,2.5,2880 ,23,0,82,0,8.0,Active,Single Family Home,1970,0.0,920.0,1
1128,12774 Leander Dr,Los altos hills,Ca,94022,6498000,6 ,5.5,4600 ,9,0,22,76,8.0,Active,Single Family Home,2004,0.0,1413.0,1
1129,1720 Halford Ave #221,Santa clara,Ca,95051,650000,2 ,2.0,983 ,83,41,66,86,6.0,Active,Condo,1970,0.0,661.0,0
1130,1443 Kilchoan Ct,San jose,Ca,95122,799999,4 ,2.0,1417 ,23,43,41,64,6.0,Active,Single Family Home,1964,7640.0,565.0,0
1131,11331 Entrada Pl,Los altos,Ca,94024,5995000,5 ,5.5,4819 ,4,0,9,92,9.0,Active,Single Family Home,2007,0.0,1244.0,1
1132,Jardin Way,Gilroy,Ca,95020,989000,4 ,2.5,2212 ,34,0,65,48,5.0,Active,Single Family Home,2011,4275.0,447.0,0
1133,13360 Montebello Rd,Cupertino,Ca,95014,2888000,4 ,3.0,3196 ,5,0,1,90,9.0,Active,Single Family Home,1983,0.0,904.0,1
1134,15001 Briggs Ct,Los gatos,Ca,95032,1871625,2 ,2.5,1626 ,69,0,70,54,9.0,Active,Condo,2021,0.0,1151.0,1
1135,2891 Homestead Rd,Santa clara,Ca,95051,2888888,3 ,1.0,1500 ,75,34,80,78,9.0,Active,Single Family Home,1920,0.0,1926.0,1
1136,2819 Agate Dr,Santa clara,Ca,95051,1249000,3 ,1.0,1144 ,34,34,65,86,5.0,Active,Single Family Home,1954,5763.0,1092.0,1
1137,961 Thornton Way,San jose,Ca,95128,1948000,3 ,1.5,1725 ,56,44,61,65,6.0,Active,Single Family Home,1948,0.0,1129.0,1
1138,1740 E William St,San jose,Ca,95116,925000,4 ,2.0,1464 ,73,50,60,78,4.0,Active,Duplex,1959,5457.0,632.0,0
1139,6062 Pipit Way,Gilroy,Ca,95020,1148888,4 ,2.5,2164 ,4,0,40,48,6.0,Active,Single Family Home,2016,4159.0,531.0,1
1140,123 Mountain Spgs #123,San jose,Ca,95136,289995,3 ,2.0,1440 ,27,43,42,0,5.0,Active,Double-Wide Mobile Home,1976,0.0,201.0,0
1141,11140 Mount Hamilton Rd,San jose,Ca,95140,2350000,1 ,1.0,1200 ,12,0,4,63,5.0,Active,Single Family Home,1984,0.0,1958.0,1
1142,261 Ronan Ave,Gilroy,Ca,95020,888000,4 ,2.5,2140 ,49,0,73,48,5.0,Active,Single Family Home,2000,3299.0,415.0,0
1143,347 El Portal Way,San jose,Ca,95123,1398888,4 ,2.0,1676 ,63,47,59,83,7.0,Active,Single Family Home,1972,5974.0,835.0,1
1144,1156 California Cir,Milpitas,Ca,95035,978000,2 ,2.5,1236 ,46,34,63,86,7.0,Active,Townhouse,2018,1524.0,791.0,0
1145,334 Hawthorne Ave,Palo alto,Ca,94301,3350000,3 ,2.5,1657 ,87,56,100,70,8.0,Active,Single Family Home,2006,1112.0,2022.0,1
1146,6370 Snowberry Ct,Gilroy,Ca,95020,1199000,6 ,3.0,3247 ,8,0,46,48,6.0,Active,Single Family Home,1997,8679.0,369.0,1
1147,227 Ada Ave Unit M,Mountain view,Ca,94043,1448800,3 ,2.5,1460 ,64,47,88,74,6.0,Active,Townhouse,1982,3120.0,992.0,1
1148,9160 E Paseo Tranquillo,Gilroy,Ca,95020,1988000,4 ,3.5,2858 ,2,0,1,48,6.0,Active,Single Family Home,2011,0.0,696.0,1
1149,1570 Walters Ave,Campbell,Ca,95008,2850000,5 ,4.0,3046 ,39,27,63,72,9.0,Active,Single Family Home,2001,9000.0,936.0,1
1150,Undisclosed Address,Gilroy,Ca,95020,1070000,4 ,2.5,1856 ,3,0,44,48,6.0,Active,Single Family Residential,2023,5351.0,577.0,1
1151,1268 Sierra Mar Dr,San jose,Ca,95118,1639990,5 ,3.0,2300 ,66,28,70,82,7.0,Active,Single Family Residential,1956,5841.0,713.0,1
1152,761 Promenade Ln,San jose,Ca,95138,1799999,4 ,3.0,2535 ,10,18,46,67,6.0,Active,Single Family Home,1997,10858.0,710.0,1
1153,1475 Mckendrie St,San jose,Ca,95126,3000000,6 ,4.0,3105 ,54,44,79,61,5.0,Active,Single Family Home,1925,10376.0,966.0,1
1154,11275 Chula Vista Ave,San jose,Ca,95127,1899000,5 ,2.5,2587 ,0,0,10,63,5.0,Active,Single Family Home,1952,0.0,734.0,1
1155,25285 La Loma Dr,Los altos hills,Ca,94022,4500000,4 ,2.5,3334 ,0,0,11,76,9.0,Active,Single Family Home,1957,0.0,1350.0,1
1156,631 Troon Ct,Milpitas,Ca,95035,2799000,4 ,3.0,2913 ,46,37,65,84,8.0,Active,Single Family Home,1997,7189.0,961.0,1
1157,12169 Dawn Ln,Los altos hills,Ca,94022,5298000,6 ,4.5,3369 ,1,0,29,76,8.0,Active,Single Family Home,1963,0.0,1573.0,1
1158,524 E Maude Ave,Sunnyvale,Ca,94085,15960000,42 ,41.0,23928 ,77,40,80,0,3.0,Active,5+ Units,1958,0.0,667.0,1
1159,356 Santana Row #319,San jose,Ca,95128,2298000,3 ,3.5,2368 ,88,50,80,66,6.0,Active,Condo,2002,0.0,970.0,1
1160,6527 Timberview Ct,San jose,Ca,95120,2488000,4 ,4.0,3034 ,32,26,38,78,9.0,Active,Single Family Home,1983,0.0,820.0,1
1161,3785 La Selva Dr,Palo alto,Ca,94306,2788000,4 ,3.0,1926 ,88,40,94,90,7.0,Active,Single Family Home,1932,5894.0,1448.0,1
1162,317 E Julian St,San jose,Ca,95112,1249000,4 ,3.0,1626 ,85,68,95,50,4.0,Active,Single Family Home,1920,4692.0,768.0,1
1163,1030 Palo Alto Ave,Palo alto,Ca,94301,7988000,4 ,3.5,3800 ,73,40,85,79,8.0,Active,Single Family Home,1928,0.0,2102.0,1
1164,2368 Westgate Ave,San jose,Ca,95125,1298000,3 ,2.0,1519 ,44,36,73,65,7.0,Active,Single Family Home,1949,6882.0,855.0,1
1165,600 Pennsylvania Ave #14,Los gatos,Ca,95030,879000,1 ,1.5,864 ,43,0,26,51,9.0,Active,Condo,1962,0.0,1017.0,0
1166,645 Wilson Ct,Santa clara,Ca,95051,1788000,4 ,2.0,1606 ,68,37,81,80,8.0,Active,Single Family Home,1954,5703.0,1113.0,1
1167,97 Sherland Ave Unit D,Mountain view,Ca,94043,739000,2 ,1.0,905 ,59,40,93,74,9.0,Active,Condo,1972,945.0,817.0,0
1168,2978 Delancey Ct,San jose,Ca,95135,2998800,6 ,4.5,3705 ,26,29,52,92,8.0,Active,Single Family Home,2003,8393.0,809.0,1
1169,11165 Guibal Ave,Gilroy,Ca,95020,3295000,4 ,4.5,4537 ,7,0,25,59,4.0,Active,Single Family Home,2006,0.0,726.0,1
1170,382 Fontanelle Dr,San jose,Ca,95111,1049000,4 ,2.0,1542 ,9,27,43,78,4.0,Active,Single Family Home,1980,6911.0,680.0,1
1171,1882 Johnston Ave,San jose,Ca,95125,3395000,4 ,4.0,2931 ,53,38,58,65,7.0,Active,Single Family Home,1950,6520.0,1158.0,1
1172,809 Auzerais Ave #401,San jose,Ca,95126,900000,2 ,2.0,1274 ,83,60,88,71,3.0,Active,Condo,2008,0.0,706.0,0
1173,47 N Claremont Ave,San jose,Ca,95127,948000,3 ,2.0,1320 ,42,0,44,63,5.0,Active,Single Family Home,1946,6220.0,718.0,0
1174,3300 NARVAEZ Ave #45,San jose,Ca,95136,349000,3 ,2.0,1584 ,50,46,56,0,5.0,Active,Double-Wide Mobile Home,1995,0.0,220.0,0
